Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
248,Furkan Korkmaz\korkmfu01,SG,22,PHI,15,345,10.4,.584,.626,.130,1.0,9.5,5.3,4.8,0.6,1.2,8.3,16.2,,0.3,0.4,0.7,.094,,-0.2,-1.8,-2.0,0.0
249,Luke Kornet\kornelu01,C,24,CHI,10,116,9.5,.442,.535,.116,4.3,13.0,8.5,7.6,0.4,5.7,6.2,17.1,,0.0,0.1,0.1,.031,,-3.7,0.6,-3.1,0.0
250,Kyle Korver\korveky01,SF,38,MIL,13,206,9.2,.563,.819,.111,2.5,6.8,4.7,1.9,1.1,1.7,12.7,17.1,,0.0,0.3,0.3,.060,,-0.9,-1.7,-2.6,0.0
251,Rodions Kurucs\kurucro01,PF,21,BRK,9,98,1.4,.464,.250,.300,5.4,17.9,11.7,1.4,1.9,0.0,32.7,14.2,,-0.3,0.1,-0.2,-0.078,,-8.5,-0.9,-9.4,-0.2
252,Kyle Kuzma\kuzmaky01,PF,24,LAL,12,274,11.8,.574,.530,.197,2.4,15.1,8.8,3.7,0.3,1.6,13.6,22.8,,0.0,0.4,0.4,.066,,-2.1,-2.6,-4.7,-0.2
253,Skal Labissière\labissk01,C,23,POR,17,276,17.1,.594,.072,.241,12.4,17.3,14.8,10.6,0.7,5.6,17.9,16.8,,0.5,0.2,0.7,.118,,-0.8,2.2,1.4,0.2
254,Jeremy Lamb\lambje01,SG,27,IND,6,193,17.0,.553,.304,.304,2.8,17.8,10.3,9.1,2.0,2.3,8.2,21.7,,0.3,0.4,0.6,.153,,-0.5,1.4,0.9,0.1
255,Romeo Langford\langfro01,SG,20,BOS,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-6.2,1.4,-4.8,0.0
256,Zach LaVine\lavinza01,SG,24,CHI,17,537,16.4,.547,.405,.219,2.8,11.0,6.7,20.9,1.7,1.2,14.7,29.7,,0.2,0.5,0.7,.059,,1.2,-1.2,-0.1,0.3
257,Jake Layman\laymaja01,PF,25,MIN,14,369,10.4,.539,.409,.076,3.3,8.0,5.6,4.4,1.5,2.2,11.7,17.0,,0.0,0.3,0.3,.038,,-2.3,-0.3,-2.6,-0.1
258,T.J. Leaf\leaftj01,PF,22,IND,13,153,16.4,.513,.182,.145,13.4,25.3,19.4,5.5,1.9,1.7,9.3,18.1,,0.2,0.3,0.5,.147,,-1.9,0.9,-1.0,0.0
259,Courtney Lee\leeco01,SG,34,DAL,5,47,18.0,.706,.412,.000,0.0,4.3,2.2,9.5,0.0,3.5,0.0,15.2,,0.2,0.0,0.2,.187,,2.6,-2.8,-0.2,0.0
260,Damion Lee\leeda03,SG,27,GSW,11,241,12.8,.521,.385,.363,3.9,15.4,9.5,12.4,1.6,0.0,11.0,20.6,,0.1,0.0,0.2,.031,,-1.2,-3.0,-4.2,-0.1
261,Alex Len\lenal01,C,26,ATL,16,269,12.1,.500,.301,.410,9.1,20.7,14.9,8.0,0.7,5.5,14.8,17.8,,0.0,0.1,0.1,.025,,-3.2,0.1,-3.1,-0.1
262,Kawhi Leonard\leonaka01,SF,28,LAC,12,386,24.5,.539,.282,.347,3.6,21.5,12.8,29.9,3.0,2.6,13.6,35.2,,0.5,0.8,1.3,.168,,2.9,3.3,6.2,0.8
263,Meyers Leonard\leoname01,PF,27,MIA,15,292,11.9,.709,.379,.106,1.7,22.2,12.5,6.6,0.8,2.3,16.9,12.2,,0.3,0.5,0.8,.132,,-1.5,1.3,-0.3,0.1
264,Caris LeVert\leverca01,SG,25,BRK,9,284,11.1,.491,.257,.221,3.7,12.7,8.3,20.4,1.0,0.3,16.8,26.8,,-0.3,0.2,-0.1,-0.021,,-3.3,-1.8,-5.1,-0.2
265,Damian Lillard\lillada01,PG,29,POR,15,572,25.0,.605,.462,.391,1.8,11.9,6.8,30.5,1.3,1.3,11.2,28.6,,2.2,0.2,2.4,.203,,6.9,-1.5,5.4,1.1
266,Nassir Little\littlna01,PF,19,POR,10,169,10.6,.482,.400,.320,8.4,17.4,12.9,3.2,1.4,1.9,8.1,15.2,,0.1,0.1,0.2,.056,,-2.5,-0.9,-3.4,-0.1
267,Kevon Looney\looneke01,C,23,GSW,1,10,18.6,.375,.250,.000,52.4,43.6,48.1,14.0,0.0,0.0,20.0,21.0,,0.0,0.0,0.0,.103,,1.9,-3.2,-1.3,0.0
268,Brook Lopez\lopezbr01,C,31,MIL,16,430,15.2,.563,.559,.252,2.6,14.4,8.7,7.1,1.3,8.0,10.2,16.7,,0.4,0.9,1.3,.149,,-0.6,4.1,3.5,0.6
269,Robin Lopez\lopezro01,C,31,MIL,16,226,7.4,.540,.426,.213,5.9,11.6,8.9,4.6,0.6,3.0,23.1,15.6,,-0.2,0.3,0.1,.029,,-3.9,0.4,-3.5,-0.1
270,Kevin Love\loveke01,PF,31,CLE,14,450,20.0,.621,.506,.494,3.7,36.3,19.7,13.6,1.2,1.1,17.2,23.2,,0.8,0.5,1.2,.130,,1.3,0.4,1.7,0.4
271,Kyle Lowry\lowryky01,PG,33,TOR,8,289,19.9,.662,.602,.372,0.8,10.6,6.0,27.5,1.5,0.9,17.0,23.4,,0.8,0.4,1.2,.200,,4.6,-0.5,4.2,0.5
272,Timothé Luwawu-Cabarrot\luwawti01,SG,24,BRK,1,5,-10.8,.174,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,,0.0,0.0,0.0,-0.360,,-14.4,-7.5,-21.9,0.0
273,Trey Lyles\lylestr01,PF,24,SAS,17,307,12.3,.588,.542,.153,8.8,30.2,19.3,7.8,0.5,1.1,17.1,10.4,,0.4,0.1,0.5,.079,,-0.7,-0.6,-1.3,0.1
274,Daryl Macon\maconda01,SG,24,MIA,3,13,-3.0,.500,.667,.000,0.0,0.0,0.0,10.4,0.0,0.0,40.0,16.5,,0.0,0.0,0.0,-0.138,,-9.5,-5.5,-14.9,0.0
275,Josh Magette\magetjo01,PG,30,ORL,2,8,33.5,.400,.000,.000,12.6,13.8,13.1,46.8,12.3,0.0,0.0,27.0,,0.0,0.0,0.0,.256,,7.1,10.0,17.1,0.0
276,Thon Maker\makerth01,C,22,DET,16,206,10.2,.571,.342,.711,5.1,13.4,9.3,6.1,1.4,4.8,16.7,12.5,,0.1,0.2,0.3,.065,,-2.4,1.4,-1.0,0.1
277,Terance Mann\mannte01,SG,23,LAC,12,100,9.2,.536,.217,.217,1.1,15.0,8.2,22.9,0.9,0.0,21.7,13.2,,0.1,0.1,0.2,.080,,-3.0,-0.5,-3.5,0.0
278,Boban Marjanović\marjabo01,C,31,DAL,7,96,19.3,.558,.023,.227,13.4,26.3,20.0,8.1,1.0,0.9,12.6,24.3,,0.2,0.1,0.3,.135,,-2.0,-1.8,-3.8,0.0
279,Lauri Markkanen\markkla01,PF,22,CHI,17,504,11.9,.498,.475,.424,3.3,23.5,13.0,8.0,1.5,1.7,13.0,22.1,,-0.2,0.7,0.5,.045,,-3.1,0.1,-3.1,-0.1
280,Caleb Martin\martica02,SF,24,CHO,3,25,-1.1,.242,.333,.333,0.0,18.4,8.9,16.5,1.9,7.0,22.5,22.9,,-0.2,0.0,-0.1,-0.263,,-13.5,2.3,-11.2,-0.1
281,Cody Martin\martico01,SF,24,CHO,14,178,10.8,.454,.459,.568,4.2,18.1,10.9,13.0,3.2,0.5,11.5,12.6,,0.1,0.2,0.2,.063,,-2.5,1.0,-1.5,0.0
282,Kelan Martin\martike03,SF,24,MIN,6,101,2.9,.400,.550,.000,2.0,18.1,10.0,1.4,0.5,0.8,7.0,17.3,,-0.2,0.1,-0.1,-0.054,,-6.9,-3.3,-10.3,-0.2
283,Garrison Mathews\mathega01,SG,23,WAS,2,14,-7.1,.000,1.000,.000,0.0,7.9,3.9,15.1,0.0,0.0,33.3,8.8,,-0.1,0.0,-0.1,-0.198,,-9.0,-3.2,-12.2,0.0
284,Wesley Matthews\matthwe02,SG,33,MIL,16,387,8.9,.581,.702,.202,0.5,7.7,4.3,6.2,1.3,0.2,10.5,12.0,,0.3,0.5,0.7,.092,,-0.3,-0.4,-0.7,0.1
285,Patrick McCaw\mccawpa01,SF,24,TOR,2,40,10.1,.680,.600,.400,5.5,9.6,7.7,9.8,3.5,0.0,33.8,9.5,,0.0,0.1,0.1,.103,,-0.7,2.8,2.0,0.0
286,CJ McCollum\mccolcj01,SG,28,POR,17,638,15.4,.508,.321,.104,2.5,10.2,6.3,17.2,1.1,1.7,9.1,26.5,,0.3,0.2,0.5,.040,,-0.1,-1.5,-1.6,0.1
287,T.J. McConnell\mccontj01,PG,27,IND,13,232,17.0,.536,.013,.089,2.8,14.8,8.8,39.1,1.5,1.1,18.8,18.7,,0.3,0.4,0.7,.137,,-1.1,0.5,-0.5,0.1
288,Jalen McDaniels\mcdanja01,PF,22,CHO,1,3,26.9,.500,.000,.000,35.6,0.0,18.5,0.0,0.0,0.0,0.0,28.6,,0.0,0.0,0.0,.126,,1.0,-12.3,-11.3,0.0
289,Doug McDermott\mcderdo01,PF,28,IND,15,328,10.2,.550,.500,.082,2.0,12.4,7.2,8.6,0.3,0.5,10.6,18.5,,0.2,0.4,0.5,.076,,-1.1,-1.3,-2.4,0.0
290,JaVale McGee\mcgeeja01,C,32,LAL,16,265,21.1,.614,.000,.232,13.8,25.4,19.7,7.1,1.6,6.7,12.6,16.6,,0.6,0.6,1.2,.219,,-0.5,4.0,3.5,0.4
291,Rodney McGruder\mcgruro01,SG,28,LAC,13,215,4.9,.466,.612,.163,4.0,8.4,6.2,6.1,0.2,1.3,10.3,11.2,,0.0,0.2,0.2,.039,,-2.2,-0.4,-2.6,0.0
292,Alfonzo McKinnie\mckinal01,SF,27,CLE,10,111,9.8,.535,.520,.360,3.8,18.8,11.1,3.9,2.2,2.3,14.7,13.1,,0.0,0.1,0.1,.048,,-2.9,0.6,-2.4,0.0
293,Jordan McLaughlin\mclaujo01,PG,23,MIN,4,57,2.9,.346,.533,.133,1.8,10.7,6.2,18.3,0.8,0.0,20.1,14.1,,-0.1,0.0,-0.1,-0.067,,-6.5,-1.9,-8.3,-0.1
294,Ben McLemore\mclembe01,SG,26,HOU,17,343,8.3,.500,.860,.202,2.1,7.1,4.6,5.6,1.5,0.7,7.5,15.8,,0.1,0.2,0.3,.042,,-1.2,-2.0,-3.2,-0.1
295,Jordan McRae\mcraejo01,SG,28,WAS,8,121,15.3,.585,.250,.300,0.9,16.5,8.5,20.9,1.1,2.8,13.4,17.7,,0.2,0.0,0.3,.104,,-0.6,-0.9,-1.5,0.0
296,Nicolò Melli\mellini01,C,29,NOP,15,254,14.0,.630,.671,.274,4.4,15.4,9.7,11.0,1.6,0.7,12.8,15.0,,0.5,0.1,0.6,.107,,1.6,-1.5,0.1,0.1
297,De'Anthony Melton\meltode01,PG,21,MEM,6,51,13.2,.461,.381,.190,2.1,14.8,8.4,19.5,5.4,1.7,18.0,22.5,,-0.1,0.1,0.0,-0.006,,-3.3,1.8,-1.5,0.0
298,Chimezie Metu\metuch01,PF,22,SAS,5,20,42.4,.582,.000,.167,36.6,16.4,26.7,18.7,0.0,8.2,0.0,27.0,,0.1,0.0,0.2,.364,,10.9,0.9,11.8,0.1
299,Khris Middleton\middlkh01,SF,28,MIL,10,308,16.5,.599,.439,.252,2.3,15.2,9.0,13.7,1.2,0.3,13.0,23.4,,0.5,0.4,0.9,.145,,1.2,-0.9,0.2,0.2
300,C.J. Miles\milescj01,SG,32,WAS,9,140,12.5,.503,.596,.288,3.0,5.6,4.3,8.7,2.6,2.4,6.4,18.3,,0.1,0.0,0.2,.054,,0.1,-1.6,-1.5,0.0
301,Malcolm Miller\millema01,SF,26,TOR,5,25,4.7,.625,.750,.000,0.0,19.1,10.2,5.3,0.0,0.0,20.0,8.5,,0.0,0.0,0.0,.062,,-3.4,-0.3,-3.8,0.0
302,Patty Mills\millspa02,PG,31,SAS,17,381,17.0,.637,.551,.190,1.1,5.7,3.4,13.6,2.0,0.6,11.6,19.9,,0.8,0.1,0.9,.112,,3.3,-3.2,0.1,0.2
303,Paul Millsap\millspa01,PF,34,DEN,15,403,21.1,.633,.278,.431,8.4,16.3,12.3,7.6,1.7,2.5,8.5,19.9,,1.3,0.7,2.0,.239,,2.9,1.2,4.1,0.6
304,Shake Milton\miltosh01,SG,23,PHI,8,70,-1.0,.468,.586,.241,1.6,9.4,5.6,7.9,0.7,0.0,27.2,26.6,,-0.3,0.1,-0.2,-0.151,,-8.2,-3.8,-12.0,-0.2
305,Donovan Mitchell\mitchdo01,SG,23,UTA,16,560,22.0,.556,.285,.276,3.8,13.2,8.8,22.1,1.7,0.6,8.6,31.7,,1.1,1.0,2.1,.179,,3.2,0.6,3.9,0.8
306,Naz Mitrou-Long\mitrona01,SG,26,IND,3,43,10.6,.438,.688,.000,0.0,15.0,7.5,22.3,1.1,2.1,11.1,18.0,,0.0,0.1,0.0,.048,,-2.4,0.0,-2.4,0.0
307,Malik Monk\monkma01,SG,21,CHO,17,362,13.1,.571,.434,.159,1.5,13.0,7.0,17.2,0.8,1.0,15.3,21.7,,0.2,0.1,0.3,.036,,-0.9,-2.6,-3.5,-0.1
308,E'Twaun Moore\mooreet01,SG,30,NOP,12,264,13.2,.520,.375,.133,5.0,9.9,7.4,10.5,0.9,0.3,5.2,20.6,,0.3,0.0,0.3,.052,,0.0,-3.6,-3.6,-0.1
309,Ja Morant\moranja01,PG,20,MEM,14,393,18.1,.546,.145,.322,3.5,8.5,6.0,35.3,1.9,0.7,18.1,31.4,,0.2,0.1,0.3,.035,,0.5,-2.3,-1.8,0.0
310,Marcus Morris\morrima03,SF,30,NYK,17,574,16.5,.574,.392,.324,3.5,17.1,9.9,6.7,1.5,1.9,10.9,23.7,,0.8,0.4,1.2,.104,,0.4,-1.5,-1.1,0.1
311,Markieff Morris\morrima02,PF,30,DET,16,385,11.4,.576,.455,.210,2.1,16.7,9.5,10.6,1.4,0.4,16.6,21.0,,0.0,0.2,0.3,.035,,-1.3,-1.8,-3.1,-0.1
312,Monte Morris\morrimo01,PG,24,DEN,15,254,14.7,.482,.162,.182,1.6,9.8,5.6,30.2,1.2,0.7,8.6,19.7,,0.3,0.3,0.6,.110,,-1.4,-1.3,-2.6,0.0
313,Johnathan Motley\motlejo01,PF,24,LAC,2,4,11.7,.500,.333,.000,26.6,25.0,25.8,83.1,0.0,0.0,40.0,51.4,,0.0,0.0,0.0,-0.133,,2.8,5.0,7.8,0.0
314,Emmanuel Mudiay\mudiaem01,PG,23,UTA,13,216,15.1,.583,.236,.225,2.6,14.7,9.0,23.7,1.3,1.6,21.0,24.9,,0.0,0.4,0.4,.090,,-1.7,1.3,-0.4,0.1
315,Dejounte Murray\murrade01,PG,23,SAS,14,316,19.4,.543,.131,.320,6.0,24.9,15.2,28.1,3.3,1.3,19.6,23.0,,0.3,0.4,0.6,.095,,0.2,2.1,2.3,0.3
316,Jamal Murray\murraja01,PG,22,DEN,15,502,17.8,.533,.344,.178,2.7,12.5,7.4,24.2,2.3,0.9,11.9,25.8,,0.5,0.8,1.3,.127,,1.8,0.7,2.5,0.6
317,Džanan Musa\musadz01,SF,20,BRK,11,172,7.9,.457,.500,.393,3.7,16.8,10.3,10.5,1.6,0.0,17.6,19.1,,-0.2,0.2,-0.1,-0.017,,-4.7,-1.1,-5.8,-0.2
318,Mike Muscala\muscami01,C,28,OKC,12,146,6.9,.399,.760,.120,3.8,18.0,11.2,13.7,1.0,1.7,8.7,17.3,,-0.1,0.2,0.0,.004,,-2.9,-0.1,-3.0,0.0
319,Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,11,170,7.0,.610,.750,.056,0.7,6.8,3.7,12.2,0.8,0.5,23.0,12.2,,0.0,0.0,0.1,.018,,-1.7,-2.7,-4.5,-0.1
320,Abdel Nader\naderab01,SF,26,OKC,8,103,5.1,.501,.533,.300,3.3,12.3,7.9,4.2,0.9,2.4,24.5,19.1,,-0.2,0.1,-0.1,-0.058,,-6.1,-0.7,-6.8,-0.1
321,Larry Nance\nancela02,C,27,CLE,14,355,17.9,.621,.406,.248,7.7,22.3,14.8,8.0,2.2,1.2,10.4,15.1,,0.7,0.3,1.1,.144,,1.8,0.8,2.6,0.4
322,Shabazz Napier\napiesh01,PG,28,MIN,6,133,12.7,.470,.721,.372,0.8,10.7,5.7,27.4,3.1,1.8,19.3,18.9,,0.0,0.2,0.1,.046,,-1.8,0.0,-1.8,0.0
323,Raul Neto\netora01,PG,27,PHI,13,164,10.9,.576,.283,.043,0.7,9.4,5.1,18.5,2.0,1.0,23.0,15.7,,0.0,0.2,0.2,.066,,-2.9,-0.4,-3.4,-0.1
324,Georges Niang\niangge01,PF,26,UTA,11,95,8.2,.622,.609,.348,0.0,11.9,6.2,6.4,0.0,1.8,13.1,14.0,,0.1,0.1,0.2,.107,,-2.0,-0.1,-2.1,0.0
325,Nerlens Noel\noelne01,C,25,OKC,14,256,21.5,.685,.000,.422,7.4,20.2,14.0,14.8,3.0,7.0,19.2,16.1,,0.6,0.6,1.1,.215,,0.4,6.3,6.8,0.6
326,Zach Norvell\norveza01,SG,22,LAL,2,5,-5.7,.000,.000,.000,0.0,21.7,11.0,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.144,,-14.3,-2.6,-16.9,0.0
327,Jaylen Nowell\nowelja01,SG,20,MIN,2,15,3.0,.338,.750,.250,0.0,6.8,3.4,25.9,0.0,0.0,18.4,14.7,,0.0,0.0,0.0,-0.069,,-6.3,-4.9,-11.2,0.0
328,Frank Ntilikina\ntilila01,PG,21,NYK,16,430,10.7,.475,.410,.170,1.9,8.1,4.8,19.2,3.0,2.3,13.7,12.3,,0.2,0.4,0.6,.062,,-1.8,1.0,-0.8,0.1
329,Kendrick Nunn\nunnke01,SG,24,MIA,15,439,14.8,.571,.403,.104,0.6,8.8,4.9,18.7,2.2,0.9,14.0,25.1,,0.2,0.7,0.9,.096,,-0.2,-0.9,-1.1,0.1
330,David Nwaba\nwabada01,SF,27,BRK,10,99,8.5,.660,.300,1.000,3.2,18.8,11.1,4.0,0.9,4.9,25.8,8.1,,0.0,0.1,0.2,.077,,-4.5,2.4,-2.1,0.0
331,Royce O'Neale\onealro01,PF,26,UTA,16,464,9.4,.688,.556,.190,0.2,16.2,8.6,12.8,1.3,0.7,18.0,7.8,,0.6,0.8,1.4,.141,,-0.5,3.1,2.6,0.5
332,Kyle O'Quinn\oquinky01,C,29,PHI,13,120,16.5,.603,.364,.182,12.3,27.5,20.0,19.8,0.8,4.9,25.2,16.7,,0.1,0.2,0.3,.140,,-0.4,3.3,2.9,0.1
333,Semi Ojeleye\ojelese01,PF,25,BOS,15,164,5.7,.514,.519,.185,1.9,11.0,6.5,3.2,1.5,0.0,9.3,8.3,,0.0,0.2,0.2,.067,,-3.5,0.8,-2.7,0.0
334,Jahlil Okafor\okafoja01,C,24,NOP,10,178,21.9,.676,.000,.500,10.8,18.9,14.7,11.1,1.0,6.3,17.0,20.1,,0.5,0.1,0.6,.160,,0.6,1.5,2.1,0.2
335,Elie Okobo\okoboel01,PG,22,PHO,11,116,14.4,.495,.436,.436,0.9,10.5,5.7,31.7,1.2,0.0,6.1,18.2,,0.2,0.1,0.3,.121,,0.1,-2.7,-2.6,0.0
336,Josh Okogie\okogijo01,SG,21,MIN,14,348,12.7,.531,.359,.543,6.4,15.4,10.9,10.7,2.4,1.4,16.2,15.8,,0.2,0.4,0.6,.084,,-1.7,1.5,-0.1,0.2
337,KZ Okpala\okpalkz01,SF,20,MIA,2,3,-13.3,,,,0.0,36.0,19.0,0.0,0.0,0.0,100.0,14.3,,0.0,0.0,0.0,-0.374,,-22.8,-0.7,-23.5,0.0
338,Kelly Olynyk\olynyke01,C,28,MIA,15,345,11.8,.574,.638,.191,4.2,19.4,12.2,10.3,2.2,2.0,15.7,15.0,,0.2,0.7,0.9,.125,,-0.7,2.2,1.5,0.3
339,Miye Oni\onimi01,SG,22,UTA,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.039,,-5.7,2.1,-3.6,0.0
340,Cedi Osman\osmande01,SF,24,CLE,16,471,8.5,.496,.531,.123,1.8,13.0,7.3,11.0,1.6,0.5,12.7,14.3,,-0.1,0.2,0.1,.015,,-1.4,-0.2,-1.6,0.0
341,Kelly Oubre\oubreke01,SF,24,PHO,16,500,16.9,.570,.322,.384,5.0,15.7,10.3,8.7,2.1,1.6,9.5,23.3,,0.7,0.7,1.4,.130,,0.4,0.3,0.8,0.3
342,Jabari Parker\parkeja01,PF,24,ATL,16,438,19.2,.571,.294,.192,7.7,17.0,12.4,11.9,2.5,1.7,11.1,24.8,,0.6,0.2,0.9,.095,,1.9,-1.2,0.7,0.3
343,Chandler Parsons\parsoch01,SF,31,ATL,2,19,17.0,.571,.714,.000,5.9,11.7,8.8,0.0,7.4,0.0,12.5,17.5,,0.0,0.0,0.0,.083,,0.0,-1.5,-1.5,0.0
344,Eric Paschall\pascher01,PF,23,GSW,16,499,15.6,.573,.213,.356,4.2,13.3,8.7,8.2,0.7,1.0,8.6,21.5,,0.8,-0.1,0.7,.065,,-0.2,-3.3,-3.5,-0.2
345,Patrick Patterson\pattepa01,PF,30,LAC,15,233,9.2,.517,.762,.063,5.0,14.6,9.9,7.4,0.4,0.8,8.5,12.5,,0.2,0.2,0.4,.089,,-0.3,-0.5,-0.9,0.1
346,Justin Patton\pattoju01,C,22,OKC,1,6,-26.3,.000,.500,.000,0.0,35.1,18.1,0.0,0.0,0.0,33.3,21.9,,-0.1,0.0,-0.1,-0.532,,-25.1,-5.4,-30.5,0.0
347,Chris Paul\paulch01,PG,34,OKC,15,458,20.5,.609,.385,.497,1.0,13.1,7.2,29.5,3.0,0.0,14.0,21.9,,1.2,0.6,1.8,.191,,3.4,0.4,3.8,0.7
348,Elfrid Payton\paytoel01,PG,25,NYK,4,102,13.7,.506,.276,.207,3.0,9.9,6.3,21.9,4.8,0.0,18.1,16.1,,0.0,0.1,0.2,.077,,-1.5,0.9,-0.6,0.0
349,Theo Pinson\pinsoth01,SG,24,BRK,7,102,4.2,.372,.465,.140,0.0,9.1,4.6,17.9,2.7,0.0,16.5,22.1,,-0.3,0.1,-0.2,-0.101,,-6.8,-1.8,-8.6,-0.2
350,Mason Plumlee\plumlma01,C,29,DEN,15,244,18.7,.564,.028,.507,11.4,23.5,17.3,20.2,1.6,4.6,18.0,18.6,,0.4,0.5,0.9,.175,,-0.5,4.6,4.0,0.4
351,Vincent Poirier\poirivi01,C,26,BOS,5,29,9.6,.394,.000,.250,17.5,10.4,13.9,14.3,1.6,6.2,25.3,17.4,,0.0,0.1,0.0,.031,,-5.0,4.6,-0.4,0.0
352,Jakob Pöltl\poeltja01,C,24,SAS,17,289,17.8,.580,.000,.356,13.7,21.2,17.4,12.2,1.5,3.7,16.8,14.7,,0.5,0.2,0.8,.125,,0.3,1.7,2.0,0.3
353,Jordan Poole\poolejo01,SG,20,GSW,17,449,3.6,.384,.514,.182,0.7,9.5,5.0,12.4,1.2,0.8,10.9,20.5,,-1.0,-0.1,-1.1,-0.118,,-5.4,-3.4,-8.8,-0.8
354,Kevin Porter\porteke02,SF,19,CLE,15,307,8.0,.481,.344,.240,1.7,13.2,7.4,11.4,1.7,1.1,15.2,17.5,,-0.2,0.2,-0.1,-0.010,,-3.4,-0.4,-3.8,-0.1
355,Michael Porter\portemi01,PF,21,DEN,10,90,10.4,.493,.294,.235,9.1,18.0,13.5,6.7,0.0,3.1,13.8,20.7,,0.0,0.1,0.1,.051,,-4.1,-0.7,-4.7,-0.1
356,Otto Porter\porteot01,SF,26,CHI,9,226,13.6,.544,.476,.238,3.5,11.0,7.1,9.4,1.9,1.3,7.0,18.2,,0.3,0.2,0.5,.104,,0.1,-0.4,-0.4,0.1
357,Bobby Portis\portibo01,C,24,NYK,17,385,13.4,.482,.306,.102,7.8,22.5,14.8,8.9,1.5,1.3,9.4,20.0,,0.1,0.3,0.4,.052,,-2.3,-0.8,-3.1,-0.1
358,Kristaps Porziņģis\porzikr01,PF,24,DAL,15,469,17.8,.517,.379,.235,5.9,23.9,15.2,7.7,0.6,5.8,8.5,26.3,,0.4,0.7,1.0,.103,,-1.9,0.5,-1.4,0.1
359,Dwight Powell\poweldw01,C,28,DAL,13,330,12.0,.655,.097,.387,7.5,10.4,9.0,6.8,1.0,1.5,17.1,11.2,,0.5,0.2,0.8,.110,,0.2,0.6,0.8,0.2
360,Norman Powell\powelno01,SG,26,TOR,15,413,12.2,.577,.489,.227,1.9,12.0,7.3,8.5,1.1,1.1,12.4,18.3,,0.3,0.5,0.8,.095,,-0.5,0.3,-0.2,0.2
361,Julius Randle\randlju01,PF,25,NYK,17,563,14.0,.505,.255,.335,7.7,22.2,14.5,19.2,1.2,0.5,17.7,25.2,,-0.2,0.4,0.2,.018,,-1.5,-0.4,-1.8,0.0
362,Cam Reddish\reddica01,SF,20,ATL,14,344,4.6,.398,.421,.231,2.9,14.2,8.6,9.7,2.0,1.3,17.9,19.6,,-0.9,0.1,-0.8,-0.106,,-6.0,-1.3,-7.4,-0.5
363,J.J. Redick\redicjj01,SG,35,NOP,16,444,15.2,.648,.693,.283,0.9,10.3,5.4,9.4,0.7,1.0,11.4,19.2,,1.0,0.0,0.9,.098,,2.7,-3.3,-0.6,0.2
364,Josh Richardson\richajo01,SG,26,PHI,14,458,14.1,.563,.397,.251,2.2,9.6,6.0,17.0,1.9,1.5,15.0,21.5,,0.4,0.6,1.0,.109,,0.3,-0.1,0.2,0.3
365,Austin Rivers\riverau01,SG,27,HOU,17,404,8.3,.502,.566,.156,2.8,7.8,5.3,7.3,0.9,0.4,7.1,14.0,,0.2,0.2,0.4,.043,,-1.9,-1.7,-3.6,-0.2
366,Duncan Robinson\robindu01,SF,25,MIA,15,381,11.5,.626,.802,.083,0.6,9.9,5.5,3.9,1.1,1.8,8.1,15.3,,0.4,0.5,0.9,.119,,0.7,-0.7,0.0,0.2
367,Glenn Robinson\robingl02,SF,26,GSW,17,534,13.0,.564,.317,.118,6.1,11.4,8.7,9.2,1.4,0.3,8.6,14.5,,0.7,0.0,0.6,.058,,0.3,-1.8,-1.4,0.1
368,Jerome Robinson\robinje01,SG,22,LAC,12,128,8.1,.501,.512,.049,0.0,8.6,4.4,14.0,1.5,3.5,17.7,16.3,,-0.1,0.2,0.1,.038,,-3.3,0.8,-2.5,0.0
369,Justin Robinson\robinju01,PG,22,WAS,4,12,9.0,.500,.200,.000,8.8,18.5,13.6,21.4,0.0,0.0,28.6,23.8,,0.0,0.0,0.0,-0.094,,-5.2,-3.1,-8.4,0.0
370,Mitchell Robinson\robinmi01,C,21,NYK,13,245,27.9,.740,.000,.464,15.6,18.8,17.1,6.4,1.6,11.0,11.7,16.3,,1.0,0.4,1.4,.275,,3.0,4.9,7.9,0.6
371,Rajon Rondo\rondora01,PG,33,LAL,6,128,15.1,.480,.408,.143,2.6,13.6,8.1,36.3,2.2,0.0,16.1,20.6,,0.1,0.2,0.3,.116,,-0.5,-0.7,-1.2,0.0
372,Derrick Rose\rosede01,PG,31,DET,11,264,23.2,.610,.133,.280,1.8,7.4,4.6,40.7,2.0,1.6,18.3,32.2,,0.5,0.2,0.7,.126,,2.6,-2.7,-0.1,0.1
373,Terrence Ross\rosste01,SG,28,ORL,13,307,10.1,.483,.603,.184,1.6,12.2,6.7,6.8,2.1,0.9,10.4,23.1,,-0.3,0.4,0.1,.017,,-2.2,-1.2,-3.4,-0.1
